,link,location,district,HouseType,total price,Update,Building,Object status,Location of the house,Home type,The floor,Built-up area,Usable area,Floor area,Land area,Garden area,Store,Move-in date,Water,Heating,Gas,Garbage,Transport,Communication,Energy efficiency of the building,Barrier-free,Equipment,companyName,proximityIndex,Index,Note on price,Electricity,Indicator of energy efficiency of the building,Object location,Parking,Garage,Year of reconstruction,Lift,Year of approval,Telecommunication,Certificate of energy performance of the building,Swimming pool,Housing costs,Discounted,Original price,Condition,locationLat,locationLong,price,provize,právního,dph,poplatků,cena k jednání,Built-up areaNan,Floor areaNan,Land areaNan,Garden areaNan,Year of reconstructionNan,Year of approvalNan
4126,https://www.sreality.cz/detail/prodej/dum/rodinny/kremze-kremze-pod-janickem/2449885532,"Pod Jáníčkem, Křemže",cesky-krumlov,"rodinne-domy
",3 450 000 Kč za nemovitost,05.09.2022,Smíšená,Dobrý,Řadový,Patrový,1,0.5119840589265329,0.4800164285495434,0.5331315879193048,0.40458961103549534,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,0,RE/MAX Dynamic,0.5478610420919208,4322,Nothing,Missing,Missing,Centrum obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,48.9047105,14.3033549,0.4781228354693301,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
4129,https://www.sreality.cz/detail/prodej/dum/rodinny/benesov-nad-cernou-dluhoste-/138184796,"Benešov nad Černou - Dluhoště, okres Český Krumlov",cesky-krumlov,"rodinne-domy
",13 000 000 Kč za nemovitost (k jednání),21.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,0.5310145175299565,0.5299343469782792,0.5331315879193048,0.5798591582637225,0.5462226124648275,1,Missing,Studna,"Lokální tuhá paliva, Ústřední elektrické, Podlahové",Missing,Veřejná kanalizace,Silnice,Missing,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,Missing,1,Donetta - DONETTA s. r. o. - realitní kancelář,0.8477152322949084,4325,Nothing,230V,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,48.7382671,14.5934143,0.6692925399841809,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
3415,https://www.sreality.cz/detail/prodej/dum/rodinny/sykorice-sykorice-/999212876,"Sýkořice, okres Rakovník",rakovnik,"rodinne-domy
",1 090 000 Kč za nemovitost,20.10.2022,Cihlová,K demolici,Rohový,Přízemní,Missing,0.531842823012964,0.5273197761934723,0.5331315879193048,0.41281965121585373,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Veřejná kanalizace,"Silnice, Autobus",Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Missing,M&M reality,0.7245385700110776,3569,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,120V,Missing,Klidná část obce,1.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.0345837,13.9317219,0.3120824305840926,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
5099,https://www.sreality.cz/detail/prodej/dum/rodinny/dobronin-dobronin-hluboka/1116075852,"Hluboká, Dobronín",jihlava,"rodinne-domy
",3 890 000 Kč za nemovitost,20.09.2022,Cihlová,V rekonstrukci,Samostatný,Patrový,2,0.5342906034650516,0.4474620093152571,0.5331315879193048,0.46583612184018575,0.5382122680639994,Missing,Missing,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,1. Nonstop Reality,0.690832248279881,5329,Cena včetně provize RK a právních služeb,"230V, 400V",Missing,Klidná část obce,Missing,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.4807988,15.6454206,0.49542079394158955,True,Missing,Missing,Missing,Missing,0,1,0,0,1,1
1801,https://www.sreality.cz/detail/prodej/dum/vila/sluknov--/3392715100,"Šluknov, okres Děčín",decin,"vily
",5 300 000 Kč za nemovitost,30.03.2022,Kamenná,Dobrý,Rohový,Patrový,Missing,0.531842823012964,0.5405841256050956,0.5331315879193048,0.45871123163464306,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,EU - Grand Reality,0.19918256722177663,1893,"Včetně provize a právního servisu, včetně poplatků, včetně provize, včetně právního servisu",Missing,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,51.003217,14.4530321,0.5399929720651699,True,True,Missing,True,Missing,1,1,0,1,1,1
5872,https://www.sreality.cz/detail/prodej/dum/rodinny/mezimesti-ruprechtice-/3461854796,"Meziměstí - Ruprechtice, okres Náchod",nachod,"rodinne-domy
",1 830 000 Kč za nemovitost,Dnes,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,1,0.5223654006013874,0.44348418301148773,0.5331315879193048,0.5854855148025374,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,0,Global Reality Hradec Králové,0.8153594200590832,6140,Nothing,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.6260982,16.2701046,0.38675015057837925,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
1329,https://www.sreality.cz/detail/prodej/dum/rodinny/zatec-zatec-holeckova/2751076700,"Holečkova, Žatec",louny,"rodinne-domy
",12 500 000 Kč za nemovitost,23.09.2022,Cihlová,Novostavba,Samostatný,Přízemní,Missing,0.531842823012964,0.45052670389725563,0.5331315879193048,0.5647454837036102,0.5462226124648275,Missing,Missing,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",Missing,Třída G - Mimořádně nehospodárná,Missing,0,Reality GS,0.6869758504755903,1389,"včetně poplatků, včetně provize, včetně právního servisu","230V, 400V",Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Internet,Missing,Missing,Missing,Missing,Missing,Missing,50.328766,13.5632047,0.6636405328003749,True,True,Missing,True,Missing,1,1,0,1,1,1
5221,https://www.sreality.cz/detail/prodej/dum/rodinny/cejov-cejov-/2892183372,"Čejov, okres Pelhřimov",pelhrimov,"rodinne-domy
",5 490 000 Kč za nemovitost,10.10.2022,Cihlová,Ve výstavbě,Samostatný,Přízemní,2,0.5284911232975987,0.4800164285495434,0.5524923174585868,0.5265832284592487,0.5462226124648275,Missing,Missing,Studna,Ústřední plynové,Plynovod,Jímka,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Reality 11 Harmony - Humpolec,0.7801144580835053,5457,včetně provize a právních služeb,230V,Missing,Okraj obce,Missing,1.0,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.565649,15.3792487,0.5450686524246495,True,Missing,Missing,Missing,Missing,0,0,0,1,1,1
5225,https://www.sreality.cz/detail/prodej/dum/rodinny/pocatky-pocatky-moravske-nam-/1165768524,"Moravské nám., Počátky",pelhrimov,"rodinne-domy
",1 998 000 Kč za nemovitost,Dnes,Smíšená,Velmi dobrý,Řadový,Přízemní,1,0.606928189535641,0.5208003216321965,0.5331315879193048,0.4533952565066483,0.5462226124648275,Missing,Missing,Dálkový vodovod,Jiné,Missing,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Edox reality,0.6602623433254899,5461,Nothing,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,1 998 000 Kč za nemovitost,2 298 000 Kč,Missing,49.25839905,15.24231236628944,0.3994072336100696,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
506,https://www.sreality.cz/detail/prodej/dum/rodinny/straz-straz-/647833948,"Stráž, okres Tachov",tachov,"rodinne-domy
",3 990 000 Kč za nemovitost,20.10.2022,Cihlová,Dobrý,Samostatný,Patrový,3 včetně 1 podzemního,0.531842823012964,0.43042135952875726,0.5331315879193048,0.5059524659822029,0.5462226124648275,1,Ihned,Dálkový vodovod,Lokální tuhá paliva,Missing,Veřejná kanalizace,"Silnice, Autobus",Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Částečně,M&M reality,0.6112869346888574,529,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",Missing,Klidná část obce,2.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.668782,12.7754565,0.4990785464130778,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
2380,https://www.sreality.cz/detail/prodej/dum/rodinny/bustehrad-bustehrad-u-schodu/1445627724,"U Schodů, Buštěhrad",kladno,"rodinne-domy
",8 840 000 Kč za nemovitost,10.10.2022,Smíšená,Dobrý,Samostatný,Patrový,2,0.531842823012964,0.4294820067910567,0.5331315879193048,0.48837920780029426,0.5462226124648275,Missing,Ihned,"Místní zdroj, Dálkový vodovod",Ústřední dálkové,Missing,Veřejná kanalizace,"Silnice, Autobus",Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,0,M&M reality,0.748152229378882,2490,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V","716,0 kWh/m^2 za rok",Centrum obce,Missing,Missing,0.7478438417923836,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.1556894,14.1877287,0.6137156027787074,Missing,Missing,Missing,Missing,Missing,1,1,0,1,0,1
2794,https://www.sreality.cz/detail/prodej/dum/rodinny/kolin-kolin-vi-/3792435548,"Kolín - Kolín VI, okres Kolín",kolin,"rodinne-domy
",4 150 000 Kč za nemovitost,27.08.2022,Cihlová,Dobrý,V bloku,Patrový,Missing,0.531842823012964,0.46831807909069567,0.5331315879193048,0.32506982463875544,0.5462226124648275,1,Missing,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,Vlak,Asfaltová,Třída G - Mimořádně nehospodárná,Missing,0,Realitní kancelář HEPPY s.r.o.,0.5311475058548518,2925,Nothing,"120V, 230V, 400V",Missing,Klidná část obce,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Rezervováno,50.0278791,15.2010918,0.5047444441661444,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
1494,https://www.sreality.cz/detail/prodej/dum/rodinny/lukavec-lukavec-/637037404,"Lukavec, okres Litoměřice",litomerice,"rodinne-domy
",4 300 000 Kč za nemovitost,21.10.2022,Smíšená,Dobrý,Samostatný,Patrový,2,0.6797011172055231,0.5367687056161569,0.5473068937574515,0.5006807255838979,0.5335533798883956,45 m2,Ihned,"Místní zdroj, Dálkový vodovod, Studna",Ústřední tuhá paliva,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,Missing,BONO reality s.r.o.,0.8350138428535743,1566,Hypoteční úvěr Vám zajistíme.,400V,Missing,Missing,4.0,Missing,0.7500160339225485,Missing,0.9493004902331208,Internet,Missing,Missing,Missing,4 300 000 Kč za nemovitost,4 515 000 Kč,Missing,50.5016404,14.0856923,0.5098612317535425,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
2013,https://www.sreality.cz/detail/prodej/dum/chalupa/velis-velis-/68625996,"Veliš, okres Benešov",benesov,"chalupy
",1 990 000 Kč za nemovitost,14.10.2022,Kamenná,Velmi dobrý,Řadový,Přízemní,1,0.5829331976188628,0.3447804197570053,0.5331315879193048,0.49056355604996543,0.5462226124648275,8 m2,Missing,"Dálkový vodovod, Studna",Missing,Missing,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Částečně,RE/MAX Drive,0.9011495277194037,2109,Nothing,"230V, 400V",Missing,Centrum obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.6685528,14.8232891,0.3988290674957935,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
3795,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-ruzyne-ztracena/3786459484,"Ztracená, Praha 6 - Ruzyně",praha-6,"rodinne-domy
",24 490 000 Kč za nemovitost,12.10.2022,Cihlová,Projekt,Samostatný,Patrový,2,0.5813734337894044,0.4988719860542184,0.574194805213454,0.41255972116510053,0.4972720224939548,Missing,Ihned,Missing,Missing,Missing,Missing,Missing,Missing,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,0.0,Missing,MS-INVEST a.s.,0.6645460960327416,3967,Nothing,Missing,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.0822544,14.3075962,0.7605581887739641,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
58,https://www.sreality.cz/detail/prodej/dum/rodinny/as-mokriny-/2474698572,"Aš - Mokřiny, okres Cheb",cheb,"rodinne-domy
",6 975 000 Kč za nemovitost,19.10.2022,Smíšená,Ve výstavbě,Samostatný,Přízemní,1,0.531842823012964,0.47551122822932046,0.5331315879193048,0.509359649060136,0.5462226124648275,Missing,Missing,"Místní zdroj, Dálkový vodovod",Jiné,Missing,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Missing,M&M reality,0.6400280919496077,60,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,Missing,Missing,Klidná část obce,4.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.2123211,12.2101758,0.5795686251951455,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
1376,https://www.sreality.cz/detail/prodej/dum/na-klic/kostice--/1842263884,"Koštice, okres Louny",louny,"projekty-na-klic
",7 199 692 Kč za nemovitost,21.09.2022,Dřevěná,Novostavba,Samostatný,Přízemní,1,0.531842823012964,0.4426678912667704,0.5331315879193048,0.5145141416517607,0.5462226124648275,Missing,Missing,Dálkový vodovod,"Lokální elektrické, Jiné",Missing,Veřejná kanalizace,"Silnice, Autobus",Missing,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,Missing,0,M&M reality,0.41464427156423844,1436,"cena 4800000,- je cena domu. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.",230V,Missing,Centrum obce,1.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.4027209,13.9419374,0.5841376926868884,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
2561,https://www.sreality.cz/detail/prodej/dum/rodinny/kysice-kysice-v-zahradkach/3392444764,"V Zahrádkách, Kyšice",kladno,"rodinne-domy
",8 900 000 Kč za nemovitost,01.10.2022,Cihlová,Velmi dobrý,Rohový,Patrový,2,0.5593996198272088,0.4800164285495434,0.5331315879193048,0.43068759955300895,0.5462226124648275,Missing,Missing,Missing,Missing,Plynovod,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Missing,0,RE/MAX G8 Reality,0.7278846124447693,2679,Včetně právního servisu a odměny RK,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9746879306352341,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.0890221,14.1093269,0.6146904049895996,Missing,True,Missing,Missing,Missing,0,1,0,1,1,0
2322,https://www.sreality.cz/detail/prodej/dum/rodinny/kolec-kolec-/2929928012,"Koleč, okres Kladno",kladno,"rodinne-domy
",5 990 000 Kč za nemovitost,18.10.2022,Smíšená,Dobrý,Missing,Patrový,Missing,0.5382518271331056,0.47608639811010806,0.5331315879193048,0.4588496805545476,0.5259550587751047,Missing,Missing,"Dálkový vodovod, Studna",Ústřední plynové,Plynovod,Septik,Autobus,Missing,Třída D - Méně úsporná,Missing,Missing,Plavec Reality,0.7159835510047416,2428,"Cena je konečná, zahrnuje odměnu realitní kanceláře včetně právního servisu.","230V, 400V",Missing,Missing,42.0,Missing,0.7500160339225485,Missing,0.9493004902331208,Satelit,Missing,Missing,Missing,Missing,Missing,Missing,50.1987683,14.2234016,0.5576295353788812,Missing,True,Missing,Missing,Missing,0,1,0,0,1,1
2749,https://www.sreality.cz/detail/prodej/dum/rodinny/klucov--/253028172,"Klučov, okres Kolín",kolin,"rodinne-domy
",6 950 000 Kč za nemovitost,21.10.2022,Cihlová,Novostavba,Samostatný,Patrový,2,0.4459627494384526,0.42463818663522046,0.48875272149417776,0.41855654174615087,0.5462226124648275,Missing,Missing,Dálkový vodovod,Podlahové,Missing,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",Missing,Missing,Missing,0,Bidli,0.7700186509575075,2879,"+ právní služby a odměna RK 150.000,-",230V,Missing,Klidná část obce,2.0,Missing,0.7500160339225485,0.0,0.9957865368871026,Missing,Missing,Missing,Missing,6 950 000 Kč za nemovitost,7 850 000 Kč,Missing,50.0949298,14.9092419,0.57905118223101,Missing,Missing,Missing,Missing,Missing,0,0,0,1,1,0
5810,https://www.sreality.cz/detail/prodej/dum/rodinny/jaromer-jakubske-predmesti-palackeho/699651916,"Palackého, Jaroměř - Jakubské Předměstí",nachod,"rodinne-domy
",13 590 000 Kč za nemovitost (k jednání),29.09.2022,Cihlová,Dobrý,Samostatný,Patrový,2,0.572086267576603,0.5408712681064214,0.5331315879193048,0.5554244135416416,0.5462226124648275,85 m2,Ihned,Místní zdroj,Ústřední tuhá paliva,Missing,Veřejná kanalizace,"Vlak, Dálnice, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Missing,Částečně,TOTU reality s.r.o.,0.5763480502341445,6077,Cena včetně právního servisu s advokátní úschovou a všech poplatků spojených s převodem. Včetně provize zprostředkovatele. K jednání.,230V,Missing,Centrum obce,Missing,2.0,0.7500160339225485,Missing,0.9493004902331208,"Telefon, Internet",Missing,Missing,Missing,Missing,Missing,Missing,50.3590859,15.9288638,0.6756887420898607,True,True,Missing,True,Missing,0,1,0,1,1,1
1544,https://www.sreality.cz/detail/prodej/dum/rodinny/vrutice-vrutice-/4203624796,"Vrutice, okres Litoměřice",litomerice,"rodinne-domy
",7 250 000 Kč za nemovitost,05.10.2022,Cihlová,Velmi dobrý,Samostatný,Přízemní,1,0.5158745312792672,0.43042135952875726,0.495409074077502,0.5409667783875715,0.6520453408081825,Missing,Ihned,Dálkový vodovod,Lokální tuhá paliva,Missing,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,Částečně,Finpos realitní kancelář Mělník,0.7415004103780418,1616,Při rychlém jednání možná dohoda o ceně,230V,Missing,Centrum obce,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Kabelové rozvody,Missing,Missing,Missing,Missing,Missing,Missing,50.5021122,14.2897467,0.5851411466016021,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
2040,https://www.sreality.cz/detail/prodej/dum/chata/pysely-pysely-/4214798156,"Pyšely, okres Benešov",benesov,"chaty
",3 690 000 Kč za nemovitost,19.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,0.39904116510373294,0.4035332090943823,0.42084257836677824,0.46049095084023445,0.548446495467739,1,Ihned,Studna,Lokální tuhá paliva,Missing,Jímka,"Silnice, Autobus",Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,HAVE reality s.r.o.,0.8044054715001214,2136,cena vč. provize RK,"230V, 400V",Missing,Klidná část obce,1.0,Missing,0.7500160339225485,Missing,0.7910517184622492,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.8767807,14.6770252,0.4878143999418385,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,0
4524,https://www.sreality.cz/detail/prodej/dum/rodinny/sedlice-holusice-/3892324172,"Sedlice - Holušice, okres Strakonice",strakonice,"rodinne-domy
",4 150 000 Kč za nemovitost (k jednání),17.10.2022,Smíšená,Po rekonstrukci,Missing,Přízemní,Missing,0.5016027172516785,0.43042135952875726,0.4310957342806872,0.44109053992976643,0.5073454222755076,Missing,Missing,Dálkový vodovod,"Lokální tuhá paliva, Lokální elektrické, Podlahové",Missing,Septik,"Dálnice, Silnice, Autobus","Asfaltová, Zpevněná",Missing,Missing,Částečně,Zectia International Realty,0.8944005922245932,4734,cena k jednání a zahrnuje veškeré právní poplatky včetně provize,Missing,Missing,Polosamota,1.0,Missing,0.7502845239488867,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.3800999,13.9919408,0.5047444441661444,True,Missing,Missing,Missing,True,0,0,0,0,0,1
5085,https://www.sreality.cz/detail/prodej/dum/rodinny/jihlava-jihlava-zahradni/2995075420,"Zahradní, Jihlava",jihlava,"rodinne-domy
",10 484 000 Kč za nemovitost,18.10.2022,Cihlová,Po rekonstrukci,Samostatný,Patrový,3,0.5374710234590084,0.5193678827031407,0.5331315879193048,0.41461375730136313,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,0,RE/MAX Well 2,0.45673787023303447,5314,"včetně provize, poplatků a právního servisu",Missing,Missing,Centrum obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.3928928,15.5857802,0.6382951051485413,True,True,Missing,True,Missing,0,1,0,1,1,1
2810,https://www.sreality.cz/detail/prodej/dum/rodinny/cesky-brod-cesky-brod-u-studanky/1014068812,"U Studánky, Český Brod",kolin,"rodinne-domy
",14 498 000 Kč za nemovitost,06.10.2022,Cihlová,Velmi dobrý,Rohový,Patrový,2,0.5326648770742632,0.45127742930419584,0.5331315879193048,0.5280483098659354,0.5462226124648275,Missing,Missing,Dálkový vodovod,Ústřední elektrické,Missing,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Reality 11 Home,0.6237879123020285,2942,+popl. 4500,230V,Missing,Missing,2.0,1.0,0.7500160339225485,0.0,0.9493004902331208,"Internet, Kabelová televize",Missing,1.0,Missing,Missing,Missing,Missing,50.0691626,14.8462914,0.6850091216607117,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
4322,https://www.sreality.cz/detail/prodej/dum/rodinny/suchdol-nad-luznici-suchdol-nad-luznici-namesti-t--g--masaryka/2032178764,"Náměstí T. G. Masaryka, Suchdol nad Lužnicí",jindrichuv-hradec,"rodinne-domy
",6 982 500 Kč za nemovitost,05.09.2022,Cihlová,Velmi dobrý,Samostatný,Přízemní,2 včetně 1 podzemního,0.531842823012964,0.5160622993005092,0.5331315879193048,0.4785030237737134,0.5462226124648275,Missing,Missing,Dálkový vodovod,"Lokální plynové, Ústřední dálkové",Missing,Veřejná kanalizace,"Silnice, Autobus",Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Částečně,M&M reality,0.5739494036249222,4528,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",Missing,Klidná část obce,3.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Telefon,Missing,Missing,Missing,Missing,Missing,Missing,48.8880096,14.8747095,0.5797234964735458,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
607,https://www.sreality.cz/detail/prodej/dum/rodinny/nyrany-nyrany-mikolase-alse/601578332,"Mikoláše Alše, Nýřany",plzen-sever,"rodinne-domy
",5 500 000 Kč za nemovitost,21.10.2022,Cihlová,Velmi dobrý,Samostatný,Přízemní,1,0.5259078801785467,0.42363855346288076,0.5331315879193048,0.493722473895924,0.5462226124648275,Missing,Missing,Dálkový vodovod,"Ústřední plynové, Ústřední tuhá paliva",Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Autobus",Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Mixreality,0.42634256684874816,633,Včetně služeb a provize RK,"230V, 400V",Missing,Klidná část obce,Missing,1.0,0.7500160339225485,Missing,0.9493004902331208,Internet,Missing,Missing,Missing,Missing,Missing,Missing,49.7137983,13.1990814,0.5453309049277482,True,Missing,Missing,Missing,Missing,0,1,0,1,1,1
3641,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-stodulky-u-kasny/1861588812,"U kašny, Praha 5 - Stodůlky",praha-5,"rodinne-domy
",25 000 000 Kč za nemovitost,10.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,Missing,0.596048729708636,0.5422938954297828,0.6181576547916194,0.47069972120889614,0.5462226124648275,Missing,Ihned,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Missing,0,HVB Real Estate,0.564534010834213,3805,+provize RK,400V,Missing,Missing,1.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.04809995,14.313819140686272,0.7635283861560449,True,Missing,Missing,Missing,Missing,0,0,0,1,1,1
4999,https://www.sreality.cz/detail/prodej/dum/chalupa/jerisno-jerisno-/1721846620,"Jeřišno, okres Havlíčkův Brod",havlickuv-brod,"chalupy
",2 790 000 Kč za nemovitost,20.09.2022,Cihlová,Dobrý,Rohový,Patrový,2,0.4901266764517521,0.42057385888088217,0.5331315879193048,0.43654434307052803,0.5462226124648275,1,Ihned,Dálkový vodovod,Lokální tuhá paliva,Plynovod,Jímka,Autobus,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Missing,Reality Vysočina,0.7771885427049867,5224,včetně provize RK + právního servisu,"230V, 400V",Missing,Centrum obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.7923538,15.6416593,0.4475240655062973,True,True,Missing,Missing,Missing,0,1,0,1,1,1
1996,https://www.sreality.cz/detail/prodej/dum/rodinny/vrchotovy-janovice-rudoltice-/4000565068,"Vrchotovy Janovice - Rudoltice, okres Benešov",benesov,"rodinne-domy
",14 250 000 Kč za nemovitost,19.10.2022,Smíšená,Velmi dobrý,Missing,Patrový,Missing,0.7103970836265227,0.49520622952507054,0.5699755697882256,0.5687033071712716,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,0,Svoboda & Williams,0.8886149046336269,2092,Nothing,Missing,Missing,Missing,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.69268,14.59833,0.6825227157303062,Missing,Missing,Missing,Missing,Missing,0,0,0,1,1,1
