,link,location,district,HouseType,total price,Update,Building,Object status,Location of the house,Home type,The floor,Built-up area,Usable area,Floor area,Land area,Garden area,Store,Move-in date,Water,Heating,Gas,Garbage,Transport,Communication,Energy efficiency of the building,Barrier-free,Equipment,companyName,proximityIndex,Index,Note on price,Electricity,Indicator of energy efficiency of the building,Object location,Parking,Garage,Year of reconstruction,Lift,Year of approval,Telecommunication,Certificate of energy performance of the building,Swimming pool,Housing costs,Discounted,Original price,Condition,locationLat,locationLong,price,provize,právního,dph,poplatků,cena k jednání,Built-up areaNan,Floor areaNan,Land areaNan,Garden areaNan,Year of reconstructionNan,Year of approvalNan
5549,https://www.sreality.cz/detail/prodej/dum/rodinny/zachrastany-zachrastany-/2068395596,"Zachrašťany, okres Hradec Králové",hradec-kralove,"rodinne-domy
",5 500 000 Kč za nemovitost,12.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,2,0.6089795052690925,0.5225605395824751,0.5459705198816457,0.5547934717931137,0.5462226124648275,Missing,Missing,Studna,"Ústřední tuhá paliva, Ústřední elektrické",Plynovod,Veřejná kanalizace,"Vlak, Silnice",Missing,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Missing,1,freenest s.r.o.,0.808880402958833,5807,Nothing,400V,Missing,Missing,1.0,1.0,0.7477340815945087,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.2111442,15.48298,0.5453309049277482,Missing,Missing,Missing,Missing,Missing,0,0,0,1,0,1
5326,https://www.sreality.cz/detail/prodej/dum/zemedelska-usedlost/dobra-voda-dobra-voda-/3092818268,"Dobrá Voda, okres Pelhřimov",pelhrimov,"zemedelske-usedlosti
",7 300 000 Kč za nemovitost,09.09.2022,Cihlová,Ve výstavbě,Missing,Přízemní,2,0.7439123764477502,0.5331029490870091,0.5331315879193048,0.7816739360943066,0.5462226124648275,Missing,Missing,"Dálkový vodovod, Studna",Missing,Missing,"ČOV pro celý objekt, Jímka","Vlak, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Missing,0,Findeo reality,0.9230736105113369,5570,Nothing,230V,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.358144,15.2700001,0.5861315815015504,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
4181,https://www.sreality.cz/detail/prodej/dum/chata/horni-plana-horni-plana-/1914345292,"Horní Planá, okres Český Krumlov",cesky-krumlov,"chaty
",7 495 000 Kč za nemovitost,29.09.2022,Cihlová,Novostavba,Samostatný,Přízemní,2,0.46732390487679487,0.4141254532098907,0.4766527096872166,0.4240988922740363,0.5462226124648275,Missing,Ihned,Studna,Podlahové,Missing,Jímka,"Vlak, Silnice, Autobus",Zpevněná,Missing,Missing,Částečně,NÍDL REALITY,0.4718086834570494,4379,Nothing,230V,Missing,Klidná část obce,1.0,Missing,0.7500160339225485,Missing,0.991570990479623,Internet,Missing,Missing,Missing,Missing,Missing,Missing,48.7673396,14.0321919,0.5899305177568306,Missing,Missing,Missing,Missing,Missing,0,0,0,1,1,0
5159,https://www.sreality.cz/detail/prodej/dum/chalupa/kninice-kninice-/1094400860,"Knínice, okres Jihlava",jihlava,"chalupy
",3 669 400 Kč za nemovitost,12.10.2022,Smíšená,Dobrý,Samostatný,Přízemní,2,0.6526001810509924,0.5266545434160175,0.5331315879193048,0.5223525570235692,0.5462226124648275,Missing,Ihned,Missing,"Lokální plynové, Lokální tuhá paliva",Missing,Missing,Missing,Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Missing,Částečně,RE/MAX A-City,0.712832393611077,5392,Sleva po dohodě možná,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.0940068,15.6038514,0.48700764216449155,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
34,https://www.sreality.cz/detail/prodej/dum/rodinny/valy-valy-na-strani/4042434380,"Na Stráni, Valy",cheb,"rodinne-domy
",12 750 000 Kč za nemovitost,21.10.2022,Dřevěná,Velmi dobrý,Samostatný,Patrový,Missing,0.5214614813381095,0.6804245930196091,0.5524923174585868,0.5235620098877415,0.5462226124648275,5 m2,Missing,Dálkový vodovod,"Lokální tuhá paliva, Lokální elektrické",Missing,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,Částečně,RK23,0.8576889626013695,34,"včetně provize, včetně právního servisu","230V, 400V",Missing,Klidná část obce,2.0,1.0,0.7500160339225485,Missing,0.9493004902331208,"Internet, Satelit, Kabelové rozvody, Ostatní",Missing,Missing,Missing,Missing,Missing,Missing,49.9769842,12.6523231,0.6664942440855022,True,True,Missing,Missing,Missing,0,0,0,1,1,1
1188,https://www.sreality.cz/detail/prodej/dum/rodinny/postoloprty--/3507693388,"Postoloprty, okres Louny",louny,"rodinne-domy
",2 990 000 Kč za nemovitost,15.10.2022,Cihlová,Ve výstavbě,Řadový,Přízemní,1,0.5428226367764518,0.4107263582330072,0.5331315879193048,0.4731293118103694,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída B - Velmi úsporná,Missing,Missing,Realitka CZ - Veronika Málková,0.8157958663588116,1240,"Prodej rodinného domu 81m2, pozemek 643m2",Missing,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.3600554,13.7028467,0.4575009004957149,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
5907,https://www.sreality.cz/detail/prodej/dum/chalupa/bezdekov-nad-metuji-bezdekov-nad-metuji-/2521740876,"Bezděkov nad Metují, okres Náchod",nachod,"chalupy
",3 990 000 Kč za nemovitost,01.09.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,Missing,0.531842823012964,0.4130061007811819,0.5331315879193048,0.5854119645544221,0.5462226124648275,Missing,Missing,Dálkový vodovod,Ústřední plynové,Plynovod,Jímka,"Vlak, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,1,KOPECKY & Partners,0.7508594115074361,6177,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",230V,Missing,Centrum obce,Missing,Missing,0.7500160339225485,0.0,0.9493004902331208,Internet,Missing,Missing,Missing,Missing,Missing,Missing,50.5096414,16.2290971,0.4990785464130778,True,True,True,True,Missing,1,1,0,1,1,1
366,https://www.sreality.cz/detail/prodej/dum/chata/bochov-kozlov-/1498912588,"Bochov - Kozlov, okres Karlovy Vary",karlovy-vary,"chaty
",1 700 000 Kč za nemovitost,05.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,2,0.37403553901616843,0.3209569639046289,0.5331315879193048,0.47163481677684266,0.5462226124648275,Missing,Missing,Missing,Jiné,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Mirek Loskot,0.9651401938696764,383,Nothing,Missing,Missing,Polosamota,1.0,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.1075975,13.0267344,0.37613118255038325,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
5632,https://www.sreality.cz/detail/prodej/dum/rodinny/kopidlno-kopidlno-filcikova/3734464076,"Filcíkova, Kopidlno",jicin,"rodinne-domy
",6 900 000 Kč za nemovitost,20.10.2022,Smíšená,Velmi dobrý,Missing,Patrový,3 včetně 1 podzemního,0.531842823012964,0.49520622952507054,0.5331315879193048,0.4768995213485232,0.5462226124648275,Missing,Missing,"Místní zdroj, Dálkový vodovod","Lokální tuhá paliva, Lokální elektrické, Ústřední dálkové",Missing,Veřejná kanalizace,"Silnice, Autobus",Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,1,M&M reality,0.625614906024639,5895,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",Missing,Klidná část obce,3.0,1.0,0.7502308790968193,0.0,0.9493004902331208,Missing,Missing,1.0,Missing,Missing,Missing,Missing,50.3367496,15.2655839,0.5780106888249996,Missing,Missing,Missing,Missing,Missing,1,1,0,1,0,1
2752,https://www.sreality.cz/detail/prodej/dum/rodinny/krupa-krupa-/3294029644,"Krupá, okres Kolín",kolin,"rodinne-domy
",6 500 000 Kč za nemovitost,19.10.2022,Montovaná,Dobrý,Samostatný,Přízemní,1 včetně 1 podzemního,0.5267757863331793,0.47435015974963196,0.495409074077502,0.4871682151423038,0.571639628410731,1,Missing,Dálkový vodovod,"Ústřední tuhá paliva, Ústřední elektrické",Missing,Jímka,Autobus,Asfaltová,Třída G - Mimořádně nehospodárná,Missing,Částečně,Personal Reality s.r.o,0.7965636208999143,2882,"Cena je bez provize RK, včetně DPH, + provize RK, včetně právního servisu","230V, 400V",Missing,Klidná část obce,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.0173593,14.871299,0.5694046866285118,True,True,True,Missing,Missing,0,0,0,0,1,1
4303,https://www.sreality.cz/detail/prodej/dum/rodinny/pisecne-pisecne-/1839433292,"Písečné, okres Jindřichův Hradec",jindrichuv-hradec,"rodinne-domy
",2 190 000 Kč za nemovitost,18.10.2022,Cihlová,Dobrý,Řadový,Patrový,Missing,0.531842823012964,0.43498152298532927,0.5331315879193048,0.366629348635252,0.5462226124648275,Missing,Ihned,Dálkový vodovod,Lokální elektrické,Plynovod,Veřejná kanalizace,Missing,Asfaltová,Třída G - Mimořádně nehospodárná,Missing,Částečně,"Broker Consulting, a.s.",0.06325919649870748,4508,Nothing,Missing,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,5000,2 190 000 Kč za nemovitost,2 800 000 Kč,Missing,48.9649098,15.4620873,0.412629816947633,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
2789,https://www.sreality.cz/detail/prodej/dum/rodinny/klucov--/4291508044,"Klučov, okres Kolín",kolin,"rodinne-domy
",7 950 000 Kč za nemovitost,20.10.2022,Cihlová,Ve výstavbě,V bloku,Patrový,2,0.4971563184112413,0.4731744862522298,0.5331315879193048,0.43502780728510115,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,Missing,0,RE/MAX Alfa,0.7722075045707653,2920,"Cena zahrnuje veškerý právní servis, advokátní úschovu i provizi realitní kanceláře.",Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.0949298,14.9092419,0.5984236205557707,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
1787,https://www.sreality.cz/detail/prodej/dum/rodinny/decin-decin-ii-nove-mesto-riegrova/474798428,"Riegrova, Děčín - Děčín II-Nové Město",decin,"rodinne-domy
",1 400 000 Kč za nemovitost,02.08.2022,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,1,0.4364853270268759,0.3656364895324439,0.5331315879193048,0.33696137246960084,0.5462226124648275,Missing,Ihned,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,RealitasFIN s.r.o.,0.484361581692655,1878,včetně poplatků a právního servisu,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.7791883,14.2291271,0.3481518037942979,Missing,True,Missing,True,Missing,0,1,0,1,1,1
5218,https://www.sreality.cz/detail/prodej/dum/rodinny/pelhrimov-benatky-/3485865548,"Pelhřimov - Benátky, okres Pelhřimov",pelhrimov,"rodinne-domy
",3 700 000 Kč za nemovitost,21.10.2022,Smíšená,Dobrý,Samostatný,Přízemní,1. podlaží z celkem 1,0.6248368976420077,0.49976639298164266,0.5331315879193048,0.518965266679685,0.5876518357211591,Missing,Missing,Dálkový vodovod,Ústřední tuhá paliva,Missing,Septik,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,1,Fincentrum Reality,0.8783592919998207,5454,Nothing,"230V, 400V",Missing,Missing,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,3 700 000 Kč za nemovitost,3 950 000 Kč,Missing,49.3445843,15.2486739,0.4882044075159646,Missing,Missing,Missing,Missing,Missing,0,1,0,0,1,1
5845,https://www.sreality.cz/detail/prodej/dum/rodinny/hronov-hronov-manesova/4019422796,"Mánesova, Hronov",nachod,"rodinne-domy
",6 990 000 Kč za nemovitost,19.10.2022,Cihlová,Dobrý,Samostatný,Patrový,3 včetně 1 podzemního,0.5413202454245408,0.505798473640579,0.5331315879193048,0.4922477423524126,0.5462226124648275,Missing,Missing,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,Částečně,Svoboda & partneři s.r.o.,0.5071354135166124,6113,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",230V,Missing,Klidná část obce,Missing,1.0,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.4805641,16.1929534,0.5798782014918187,True,True,True,True,Missing,0,1,0,1,1,1
1714,https://www.sreality.cz/detail/prodej/dum/rodinny/vernerice-vernerice-valkericka/475334220,"Valkeřická, Verneřice",decin,"rodinne-domy
",4 299 000 Kč za nemovitost,13.09.2022,Cihlová,Dobrý,Řadový,Patrový,2,0.5259078801785467,0.5062147986526341,0.5331315879193048,0.4910105350351781,0.5462226124648275,1,Ihned,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,RealitasFIN s.r.o.,0.6631644538017525,1801,včetně poplatků a právního servisu,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.6621135,14.3050659,0.5098277144349401,Missing,True,Missing,True,Missing,0,1,0,1,1,1
637,https://www.sreality.cz/detail/prodej/dum/rodinny/manetin-manetin-/1245783884,"Manětín, okres Plzeň-sever",plzen-sever,"rodinne-domy
",4 750 000 Kč za nemovitost,15.10.2022,Smíšená,Dobrý,Řadový,Patrový,Missing,0.531842823012964,0.46706349903675515,0.5331315879193048,0.392286993402471,0.5462226124648275,45 m2,Missing,Dálkový vodovod,Ústřední elektrické,Missing,Veřejná kanalizace,"Silnice, Autobus",Dlážděná,Třída F - Velmi nehospodárná,Missing,Částečně,EVROPA realitní kancelář NEPOMUK,0.24677162174718092,663,"včetně provize, včetně právního servisu","230V, 400V",Missing,Centrum obce,Missing,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.991739,13.2322454,0.5242042138840364,True,True,Missing,Missing,Missing,1,1,0,1,1,1
939,https://www.sreality.cz/detail/prodej/dum/rodinny/horsovsky-tyn-male-predmesti-u-garazi/4132476748,"U Garáží, Horšovský Týn - Malé Předměstí",domazlice,"rodinne-domy
",4 480 000 Kč za nemovitost,17.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,1. podlaží z celkem 2 včetně 1 podzemního,0.5366845821644497,0.4961362353143491,0.5141223991739232,0.4899331624567089,0.5740378146645743,95 m2,Ihned,Dálkový vodovod,"Lokální tuhá paliva, Lokální elektrické",Missing,Veřejná kanalizace,Silnice,Asfaltová,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Missing,Částečně,1. Chodská realitní kancelář v.o.s.,0.4515628002399765,978,Nothing,400V,Missing,Klidná část obce,Missing,1.0,0.7499084515067382,0.0,0.9493004902331208,"Telefon, Internet",Missing,Missing,Missing,Missing,Missing,Rezervováno,49.5294264,12.9300855,0.5157708041724578,Missing,Missing,Missing,Missing,Missing,0,0,0,0,0,1
5220,https://www.sreality.cz/detail/prodej/dum/rodinny/horepnik-horepnik-za-radnici/1866287452,"Za Radnicí, Hořepník",pelhrimov,"rodinne-domy
",3 199 000 Kč za nemovitost,10.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,Missing,0.531842823012964,0.4184734376634932,0.5331315879193048,0.44988485374155845,0.5462226124648275,1,Ihned,Dálkový vodovod,Lokální tuhá paliva,Missing,Septik,Missing,Asfaltová,Třída G - Mimořádně nehospodárná,Missing,Missing,"Broker Consulting, a.s.",0.13043750603952708,5456,provizi hradí prodávající,230V,Missing,Missing,1.0,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,0,Missing,Missing,Missing,49.5109245,15.1036869,0.4672375197476053,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
2181,https://www.sreality.cz/detail/prodej/dum/rodinny/dolany-dolany-/954173004,"Dolany, okres Kladno",kladno,"rodinne-domy
",9 999 999 Kč za nemovitost,Včera,Cihlová,Novostavba,Samostatný,Patrový,2,0.48130739287700314,0.4591603587741048,0.5284872675520069,0.45472431845767464,0.5480944210405416,Missing,Ihned,Dálkový vodovod,Missing,Missing,Veřejná kanalizace,"Dálnice, Silnice, Autobus",Zpevněná,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,0.0,0,IL REALITY,0.794483672958419,2284,+ 200 000 poplatek RK + 100 000Kč pozemek s příjezdem,230V,Missing,Missing,3.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.1154665,14.1496822,0.6314838120564246,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
5492,https://www.sreality.cz/detail/prodej/dum/rodinny/hradec-kralove-kukleny-kudrnova/2059327308,"Kudrnova, Hradec Králové - Kukleny",hradec-kralove,"rodinne-domy
",11 990 000 Kč za nemovitost,15.10.2022,Cihlová,Velmi dobrý,Missing,Patrový,2 včetně 1 podzemního,0.531842823012964,0.48272574319514283,0.5331315879193048,0.4489407086117502,0.5462226124648275,1,Missing,Dálkový vodovod,Ústřední dálkové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída E - Nehospodárná,Missing,Částečně,100 REAL s.r.o.,0.5554413005217391,5747,včetně provize RK a právního servisu,230V,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,"Internet, Kabelová televize",Missing,Missing,Missing,Missing,Missing,Missing,50.2022861,15.7985166,0.6576376288005017,True,True,Missing,Missing,Missing,1,1,0,1,1,1
796,https://www.sreality.cz/detail/prodej/dum/chata/zdirec--/3828754252,"Ždírec, okres Plzeň-jih",plzen-jih,"chaty
",1 100 000 Kč za nemovitost,17.10.2022,Dřevěná,Dobrý,Samostatný,Přízemní,1,0.4071131274202229,0.3493405832135774,0.40208621397649297,0.43027996489236897,0.5186308245904354,Missing,Ihned,Místní zdroj,Missing,Missing,Missing,Missing,Missing,Missing,0.0,Missing,AGbydleni.cz,0.8166493132885664,831,Nothing,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.551831,13.5721012,0.31339849188323,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
5662,https://www.sreality.cz/detail/prodej/dum/rodinny/zeleznice-zeleznice-/2883860300,"Železnice, okres Jičín",jicin,"rodinne-domy
",10 990 000 Kč za nemovitost,12.10.2022,Cihlová,Novostavba,Samostatný,Patrový,2,0.5593996198272088,0.5160622993005092,0.5939806196948055,0.5882270140710933,0.7090096826385404,5 m2,Ihned,Studna,"Ústřední tuhá paliva, Ústřední elektrické",Missing,ČOV pro celý objekt,"Silnice, Autobus",Missing,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,1.0,Missing,GOLDREALITY,0.805258000364738,5927,! Včetně provize !,"230V, 400V",Missing,Missing,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.4730968,15.3847325,0.6450876916889516,True,Missing,Missing,Missing,Missing,0,0,0,0,1,1
488,https://www.sreality.cz/detail/prodej/dum/rodinny/tachov-tachov-dolni-predmesti/2384500556,"Dolní Předměstí, Tachov",tachov,"rodinne-domy
",6 800 000 Kč za nemovitost (k jednání),08.09.2022,Cihlová,Velmi dobrý,Missing,Patrový,3,0.4901266764517521,0.48535872887719556,0.5331315879193048,0.44002493518849994,0.5462226124648275,Missing,Missing,Dálkový vodovod,Ústřední plynové,Missing,Veřejná kanalizace,Missing,Dlážděná,Třída G - Mimořádně nehospodárná,Missing,Částečně,Týnské nemovitosti s.r.o.,0.2911234056838705,511,Nothing,230V,Missing,Centrum obce,Missing,Missing,0.7495850624015461,Missing,0.9493004902331208,Kabelové rozvody,Missing,Missing,Missing,Missing,Missing,Missing,49.7936526,12.6317091,0.5759068892617223,Missing,Missing,Missing,Missing,Missing,0,1,0,1,0,1
