,link,location,district,HouseType,total price,Update,Building,Object status,Location of the house,Home type,The floor,Built-up area,Usable area,Floor area,Land area,Garden area,Store,Move-in date,Water,Heating,Gas,Garbage,Transport,Communication,Energy efficiency of the building,Barrier-free,Equipment,companyName,proximityIndex,Index,Note on price,Electricity,Indicator of energy efficiency of the building,Object location,Parking,Garage,Year of reconstruction,Lift,Cena,Year of approval,Telecommunication,Certificate of energy performance of the building,Swimming pool,Number of flats,Housing costs,Discounted,Original price,Pool area,Ceiling height,Condition,Soil construction,Starting price,Expert opinion,Minimum bid,Auction principal,Type of auction,Place of auction,The date of the auction,Auction decree,Expert opinion.1,Inspection date,Sale start date,Minimum purchase price,The date of the 1st inspection,The date of the 2nd inspection,Date of completion of construction,Inspection date to,locationLat,locationLong,price,provize,právního,dph,poplatků,cena k jednání
5258,https://www.sreality.cz/detail/prodej/dum/rodinny/humpolec-humpolec-5--kvetna/3369147740,"5. května, Humpolec",pelhrimov,"rodinne-domy
",6 499 000 Kč za nemovitost,08.09.2022,Cihlová,Dobrý,Řadový,Přízemní,3,211.0,400,,211.0,,,,,,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX A-City,402.625,5498,Nothing,,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.540254,15.3613517,6499000,,,,,
1742,https://www.sreality.cz/detail/prodej/dum/rodinny/dolni-podluzi-dolni-podluzi-/2891277900,"Dolní Podluží, okres Děčín",decin,"rodinne-domy
",4 500 000 Kč za nemovitost,18.10.2022,Cihlová,Dobrý,Samostatný,Patrový,,,350,,1742.0,,1,,Dálkový vodovod,Ústřední tuhá paliva,Plynovod,ČOV pro celý objekt,"Vlak, Silnice, Autobus",,Třída G - Mimořádně nehospodárná,,Částečně,S&L a partners,2084.684210526316,1831,"včetně poplatků, včetně provize, včetně právního servisu","230V, 400V",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8810017,14.5946473,4500000,True,True,,True,
5560,https://www.sreality.cz/detail/prodej/dum/rodinny/trebechovice-pod-orebem-stenkov-/192120652,"Třebechovice pod Orebem - Štěnkov, okres Hradec Králové",hradec-kralove,"rodinne-domy
",8 900 000 Kč za nemovitost,20.10.2022,Cihlová,Ve výstavbě,Samostatný,Přízemní,,,125,,803.0,,,,Dálkový vodovod,Jiné,,Jímka,,,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,,ViaFinance reality,1788.7142857142858,5820,Nothing,,"91,1 kWh/m^2 za rok",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1961492,16.0007192,8900000,,,,,
951,https://www.sreality.cz/detail/prodej/dum/rodinny/zahorany-sedlice-/2258622028,"Zahořany - Sedlice, okres Domažlice",domazlice,"rodinne-domy
",2 500 000 Kč za nemovitost,14.09.2022,Cihlová,Dobrý,,Přízemní,,412.0,157,,3150.0,,1,,,,,,,,,,,LICITA,2657.733333333333,990,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4346915,13.0008343,2500000,,,,,
3255,https://www.sreality.cz/detail/prodej/dum/rodinny/podlesi-podlesi-/2916472396,"Podlesí, okres Příbram",pribram,"rodinne-domy
",3 550 000 Kč za nemovitost,10.10.2022,Cihlová,Dobrý,,Patrový,2 včetně 1 podzemního,60.0,80,,823.0,,1,,Dálkový vodovod,Lokální tuhá paliva,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná,,1,Reality Pintner,1866.0526315789475,3405,Nothing,"230V, 400V",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.69503095,13.969971424776585,3550000,,,,,
2972,https://www.sreality.cz/detail/prodej/dum/na-klic/mlada-boleslav--/568090972,"Mladá Boleslav, okres Mladá Boleslav",mlada-boleslav,"projekty-na-klic
",4 999 000 Kč za nemovitost,Včera,Cihlová,Novostavba,Samostatný,Patrový,,,154,,1.0,,,,,,,,,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,,CANABA rodinné domy,598.7894736842105,3110,včetně DPH,,"92,0 kWh/m^2 za rok",,,,,,,,,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,50.4116187,14.9031301,4999000,,,True,,
1248,https://www.sreality.cz/detail/prodej/dum/rodinny/zatec-zatec-/3650807628,"Žatec, okres Louny",louny,"rodinne-domy
",7 800 000 Kč za nemovitost,29.09.2022,Cihlová,Novostavba,Řadový,Přízemní,1. podlaží z celkem 1,119.0,97,,500.0,381.0,,,Dálkový vodovod,"Ústřední elektrické, Podlahové",,Veřejná kanalizace,,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,Částečně,CERET Reality,592.2941176470588,1303,Nothing,,"178,0 kWh/m^2 za rok",Klidná část obce,,,,,,2019.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3274423,13.545952,7800000,,,,,
5015,https://www.sreality.cz/detail/prodej/dum/chata/chotebor--/765192012,"Chotěboř, okres Havlíčkův Brod",havlickuv-brod,"chaty
",950 000 Kč za nemovitost,18.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,17.0,29,20.0,17.0,17.0,9 m2,Ihned,Místní zdroj,Lokální tuhá paliva,,Jímka,"Vlak, Silnice, Autobus",Štěrková,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,1,Bohuněk&Vaňková Reality,505.05555555555554,5241,Nothing,230V,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7202055,15.6704437,950000,,,,,
1140,https://www.sreality.cz/detail/prodej/dum/chalupa/rtyne-nad-bilinou-malhostice-/2646702428,"Rtyně nad Bílinou - Malhostice, okres Teplice",teplice,"chalupy
",3 320 000 Kč za nemovitost,26.09.2022,Cihlová,Dobrý,Samostatný,Patrový,4 včetně 1 podzemního,,201,,244.0,,1,Ihned,Dálkový vodovod,"Lokální tuhá paliva, Ústřední dálkové",,Septik,"Vlak, Silnice",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,1,M&M reality,1584.6,1190,Cena včetně právních služeb a provize RK. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Okraj obce,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6115822,13.9253304,3320000,True,,,,
157,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-dvory-v--meerwalda/1469696348,"V. Meerwalda, Karlovy Vary - Dvory",karlovy-vary,"rodinne-domy
",5 299 000 Kč za nemovitost,21.10.2022,Cihlová,Před rekonstrukcí,V bloku,Patrový,2,224.0,243,,556.0,370.0,,Ihned,,Ústřední dálkové,Individuální,Veřejná kanalizace,,Asfaltová,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,RE/MAX Glorion Karlovy Vary,1088.5263157894738,161,Nothing,230V,,Klidná část obce,,,,,,,"Telefon, Internet, Kabelová televize",,,,,,,,,,,,,,,,,,,,,,,,,,,50.2231987,12.8303665,5299000,,,,,
70,https://www.sreality.cz/detail/prodej/dum/rodinny/tri-sekery-krasne-/4189824844,"Tři Sekery - Krásné, okres Cheb",cheb,"rodinne-domy
",3 500 000 Kč za nemovitost,13.10.2022,Smíšená,Dobrý,Samostatný,Patrový,3 včetně 1 podzemního,125.0,195,195.0,739.0,595.0,1,,"Dálkový vodovod, Studna","Ústřední tuhá paliva, Ústřední elektrické",Individuální,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,Realitní kancelář Sedláček,2481.818181818182,72,Nothing,"230V, 400V",,Klidná část obce,1.0,1.0,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,49.9411904,12.6128941,3500000,,,,,
334,https://www.sreality.cz/detail/prodej/dum/vila/abertamy-abertamy-jachymovska/700479836,"Jáchymovská, Abertamy",karlovy-vary,"vily
",8 400 000 Kč za nemovitost,23.06.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,3,121.0,278,278.0,2365.0,,1,02.06.2024,,,,,,,Třída G - Mimořádně nehospodárná,,,Alfa Estate,1720.3076923076924,348,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3694073,12.8282422,8400000,,,,,
576,https://www.sreality.cz/detail/prodej/dum/chata/liblin-liblin-/2436630092,"Liblín, okres Rokycany",rokycany,"chaty
",6 000 000 Kč za nemovitost,20.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,78.0,64,85.0,1769.0,1691.0,,,Místní zdroj,Ústřední elektrické,,Veřejná kanalizace,"Silnice, Autobus",,,,1,Financuj chytře CZ s.r.o.,1444.0,600,"V případě více zájemců může RK využít pro výběr kupujícího formu aukce., včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",230V,,Okraj obce,2.0,,2019.0,0.0,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9168115,13.5442417,6000000,True,True,True,True,
545,https://www.sreality.cz/detail/prodej/dum/chata/tachov-tachov-/2364966732,Tachov,tachov,"chaty
",899 000 Kč za nemovitost,11.10.2022,Smíšená,Dobrý,Samostatný,Patrový,2,18.0,30,18.0,413.0,,1,Ihned,,"Lokální tuhá paliva, Lokální elektrické",,,,,,,1,RAZKA reality,284.29411764705884,568,Nothing,,,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7955449,12.6329861,899000,,,,,
2399,https://www.sreality.cz/detail/prodej/dum/rodinny/kacice-kacice-pod-hajem/1548670540,"Pod Hájem, Kačice",kladno,"rodinne-domy
",4 490 000 Kč za nemovitost,03.10.2022,Cihlová,Před rekonstrukcí,Řadový,Přízemní,,,72,,237.0,,,,,,,,,,Třída G - Mimořádně nehospodárná,,,House Heroes s.r.o.,1644.1333333333334,2509,včetně provize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.164949,13.9858155,4490000,True,,,,
109,https://www.sreality.cz/detail/prodej/dum/rodinny/prameny-prameny-/2797357404,"Prameny, okres Cheb",cheb,"rodinne-domy
",3 500 000 Kč za nemovitost,13.10.2022,Smíšená,Dobrý,Samostatný,Patrový,2,140.0,160,160.0,302.0,,,Ihned,Dálkový vodovod,Ústřední tuhá paliva,Plynovod,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,Realitní kancelář Sedláček,2173.25,112,Nothing,"230V, 400V",,Klidná část obce,1.0,,,0.0,,,Internet,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,50.0500726,12.7327934,3500000,,,,,
1846,https://www.sreality.cz/detail/prodej/dum/chata/dolni-podluzi--/720639564,"Dolní Podluží, okres Děčín",decin,"chaty
",780 000 Kč za nemovitost,10.10.2022,Dřevěná,Před rekonstrukcí,Samostatný,Přízemní,,37.0,35,,230.0,,,Ihned,,,,,"Vlak, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná,,,"Broker Consulting, a.s.",1923.6315789473683,1940,Nothing,230V,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,50.8810017,14.5946473,780000,,,,,
1098,https://www.sreality.cz/detail/prodej/dum/rodinny/usti-nad-labem-klise-na-spalence/361846876,"Na Spálence, Ústí nad Labem - Klíše",usti-nad-labem,"rodinne-domy
",16 000 000 Kč za nemovitost,22.08.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,4,,280,,262.0,165.0,,08.06.2023,Dálkový vodovod,Ústřední dálkové,Plynovod,Veřejná kanalizace,"Dálnice, MHD",Asfaltová,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,0.0,,LeoReal,623.9444444444445,1145,Nothing,230V,,Klidná část obce,2.0,,,0.0,,2019.0,Telefon,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6683079,14.0147531,16000000,,,,,
3418,https://www.sreality.cz/detail/prodej/dum/rodinny/olesna-olesna-/1376052812,"Olešná, okres Rakovník",rakovnik,"rodinne-domy
",2 700 000 Kč za nemovitost,03.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,1,,80,,290.0,,,,,"Lokální tuhá paliva, Ústřední dálkové",,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,2120.5882352941176,3572,Nothing,"230V, 400V",,Klidná část obce,2.0,1.0,1990.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1284909,13.6958508,2700000,,,,,
2025,https://www.sreality.cz/detail/prodej/dum/chalupa/cechtice-ruzkovy-lhotice-/3486464348,"Čechtice - Růžkovy Lhotice, okres Benešov",benesov,"chalupy
",8 009 500 Kč za nemovitost,30.09.2022,Cihlová,Dobrý,Samostatný,Patrový,3 včetně 1 podzemního,,188,,4343.0,,,,Místní zdroj,"Lokální tuhá paliva, Lokální elektrické, Ústřední dálkové",,Septik,Silnice,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2500.111111111112,2121,"malý zájem, . V případě více zájemců může RK využít pro výběr kupujícího formu aukce.","120V, 230V, 400V",,Okraj obce,3.0,1.0,2003.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.605145,15.058856,8009500,,,,,
4515,https://www.sreality.cz/detail/prodej/dum/rodinny/drahonice-drahonice-/3237812044,"Drahonice, okres Strakonice",strakonice,"rodinne-domy
",3 600 000 Kč za nemovitost,20.10.2022,Cihlová,Dobrý,Řadový,Patrový,2,106.0,140,,618.0,,,,Studna,Ústřední tuhá paliva,,Septik,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,0.0,Částečně,Markéta Náprstková,1526.25,4725,Cena včetně provize a právních služeb,230V,,Klidná část obce,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2007461,14.0745796,3600000,True,,,,
5359,https://www.sreality.cz/detail/prodej/dum/zemedelska-usedlost/vecov-vecov-/2012149324,"Věcov, okres Žďár nad Sázavou",zdar-nad-sazavou,"zemedelske-usedlosti
",2 490 000 Kč za nemovitost (k jednání),19.10.2022,Kamenná,Před rekonstrukcí,Samostatný,Přízemní,1,709.0,600,50.0,1569.0,633.0,20 m2,,Místní zdroj,Lokální tuhá paliva,Plynovod,Septik,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,Realitní kancelář STING,2063.6,5606,cena k jednání,"230V, 400V",,Okraj obce,,,,,,1900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6161411,16.1699427,2490000,,,,,True
4980,https://www.sreality.cz/detail/prodej/dum/rodinny/jerisno-jerisno-/2275494748,"Jeřišno, okres Havlíčkův Brod",havlickuv-brod,"rodinne-domy
",2 790 000 Kč za nemovitost,17.08.2022,Cihlová,Dobrý,Rohový,Patrový,2,90.0,90,,390.0,,1,Ihned,Dálkový vodovod,Lokální tuhá paliva,Plynovod,Jímka,Autobus,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,Reality Vysočina,1904.9,5205,včetně provize RK + právního servisu,"230V, 400V",,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7923538,15.6416593,2790000,True,True,,,
1929,https://www.sreality.cz/detail/prodej/dum/rodinny/divisov-divisov-/2466641484,"Divišov, okres Benešov",benesov,"rodinne-domy
",3 766 200 Kč za nemovitost,18.10.2022,Cihlová,Dobrý,Rohový,Patrový,2 včetně 1 podzemního,121.0,164,120.0,188.0,67.0,35 m2,,Dálkový vodovod,Lokální elektrické,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD",Asfaltová,Třída G - Mimořádně nehospodárná,,Částečně,ARCHER reality Praha,1243.4615384615386,2024,Cena včetně odměny a právního servisu,230V,,Klidná část obce,,,,,,,,,,,"kanalizace: 800, elektřina: 1000, voda: 300, jiné: 1000",,,,,,,,,,,,,,,,,,,,,,,49.7884899,14.8757902,3766200,,True,,,
3886,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-klanovice-dohalicka/2365941852,"Dohalická, Praha 9 - Klánovice",praha-9,"rodinne-domy
",19 990 000 Kč za nemovitost,17.10.2022,Cihlová,Dobrý,Samostatný,Patrový,5,213.0,283,283.0,733.0,,1,,,Jiné,,,,,Třída E - Nehospodárná,,,Mgr. Jolana Sittinger,1410.375,4063,Cena k jednání,,"153,0 kWh/m^2 za rok",,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1058619,14.6581012,19990000,,,,,True
5163,https://www.sreality.cz/detail/prodej/dum/chata/jihlava-hosov-/65812300,"Jihlava - Hosov, okres Jihlava",jihlava,"chaty
",1 500 000 Kč za nemovitost,Včera,Dřevěná,Dobrý,Samostatný,Patrový,2,237.0,72,72.0,165.0,,,,,,,,,,Třída G - Mimořádně nehospodárná,,,ALLFINEN,2587.333333333333,5396,Nothing,,,,,,,,,,,,,,,1 500 000 Kč za nemovitost,2 000 000 Kč,,,,,,,,,,,,,,,,,,,,,49.3839583,15.5220307,1500000,,,,,
1087,https://www.sreality.cz/detail/prodej/dum/rodinny/chuderov-zezice-/3900229196,"Chuderov - Žežice, okres Ústí nad Labem",usti-nad-labem,"rodinne-domy
",11 490 000 Kč za nemovitost,30.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,91.0,182,,792.0,,,Ihned,Dálkový vodovod,,,Septik,,,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,1,RE/MAX G8 Reality,2927.722222222222,1134,Nothing,230V,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6865984,14.0709703,11490000,,,,,
125,https://www.sreality.cz/detail/prodej/dum/rodinny/velka-hledsebe-klimentov-/256677980,"Velká Hleďsebe - Klimentov, okres Cheb",cheb,"rodinne-domy
",10 200 000 Kč za nemovitost,18.09.2022,Cihlová,Velmi dobrý,Řadový,Patrový,1. podlaží z celkem 2,120.0,188,,398.0,,,,,,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,Euro Reality Plzeň,1130.7777777777778,128,Nothing,,,Klidná část obce,,,,,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9644276,12.6653499,10200000,,,,,
2283,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-krocehlavy-opukova/3483829836,"Opuková, Kladno - Kročehlavy",kladno,"rodinne-domy
",8 500 000 Kč za nemovitost,18.10.2022,Smíšená,Velmi dobrý,V bloku,Patrový,2,131.0,118,,233.0,,,Ihned,,,,Veřejná kanalizace,,,Třída E - Nehospodárná č. 264/2020 Sb. podle vyhlášky,,Částečně,RE/MAX G8 Reality,589.6666666666666,2388,"včetně provize RK a právních služeb, hypotečního úvěru",,,Centrum obce,,,,,,,,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,50.13638,14.1180808,8500000,True,,,,
2250,https://www.sreality.cz/detail/prodej/dum/rodinny/bustehrad-bustehrad-oresin/3987666508,"Ořešín, Buštěhrad",kladno,"rodinne-domy
",10 300 000 Kč za nemovitost (k jednání),20.10.2022,Cihlová,Velmi dobrý,Řadový,Patrový,,,105,,162.0,,,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,,IPE REAL,2113.375,2354,cena včetně kompletního právního servisu a provize RK,400V,,Klidná část obce,2.0,,,,,,"Internet, Kabelové rozvody",,,,"poplatky za spotřebu vody, elektřiny, plynu, internet cca 4,500,-Kč/měs",,,,,,,,,,,,,,,,,,,,,,,50.1538543,14.1966359,10300000,True,True,,,
1912,https://www.sreality.cz/detail/prodej/dum/rodinny/tynec-nad-sazavou--/799673180,"Týnec nad Sázavou, okres Benešov",benesov,"rodinne-domy
",12 990 000 Kč za nemovitost,20.10.2022,Cihlová,Velmi dobrý,Samostatný,Přízemní,1,171.0,133,,1845.0,1613.0,,,Dálkový vodovod,"Ústřední plynové, Ústřední elektrické",Plynovod,Veřejná kanalizace,"Vlak, Autobus",,Třída E - Nehospodárná č. 148/2007 Sb. podle vyhlášky,1.0,,AVILAS reality s.r.o.,1353.375,2007,Nothing,"230V, 400V",,Klidná část obce,,1.0,,,,,,Zobrazit průkaz energetické náročnosti budovy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.8334756,14.5899539,12990000,,,,,
1089,https://www.sreality.cz/detail/prodej/dum/rodinny/petrovice-petrovice-/267687500,"Petrovice, okres Ústí nad Labem",usti-nad-labem,"rodinne-domy
",3 947 190 Kč za nemovitost,29.08.2022,Smíšená,Dobrý,,Patrový,1,,126,,252.0,,1,,,Lokální tuhá paliva,,,,,Třída D - Méně úsporná,,,Realitní Samoobsluha,1126.4,1136,cena včetně 1% provize,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7890248,13.9761405,3947190,True,,,,
2815,https://www.sreality.cz/detail/prodej/dum/rodinny/zasmuky-sobocice-/1509263708,"Zásmuky - Sobočice, okres Kolín",kolin,"rodinne-domy
",3 090 000 Kč za nemovitost,11.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,170.0,170,170.0,925.0,755.0,6 m2,Ihned,Dálkový vodovod,,,Jímka,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,ERA professional,1469.8461538461538,2947,Nothing,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9553445,15.0304125,3090000,,,,,
2551,https://www.sreality.cz/detail/prodej/dum/rodinny/stochov-stochov-u-karlovarky/1584888156,"U Karlovarky, Stochov",kladno,"rodinne-domy
",9 953 765 Kč za nemovitost,28.09.2022,Cihlová,Novostavba,Samostatný,Přízemní,1,177.0,123,,677.0,,,,Dálkový vodovod,,,Jímka,,,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,1310.9375,2669,Nothing,"230V, 400V","69,0 kWh/m^2 za rok",Klidná část obce,,,,,,,,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,50.14635185,13.961422373898383,9953765,,,,,
748,https://www.sreality.cz/detail/prodej/dum/chata/pnovany-rajov-/4023617356,"Pňovany - Rájov, okres Plzeň-sever",plzen-sever,"chaty
",1 900 000 Kč za nemovitost,19.10.2022,Smíšená,Velmi dobrý,Samostatný,Přízemní,1,31.0,50,,822.0,,,,Místní zdroj,Lokální elektrické,,,,,Třída G - Mimořádně nehospodárná,,,Realitní kancelář SALZMANN,1411.375,778,Nothing,230V,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7860106,13.1299738,1900000,,,,,
2931,https://www.sreality.cz/detail/prodej/dum/na-klic/melnik--/3252445532,"Mělník, okres Mělník",melnik,"projekty-na-klic
",4 999 000 Kč za nemovitost,Včera,Cihlová,Novostavba,Samostatný,Přízemní,,,128,,1.0,,,,,,,,,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,,CANABA rodinné domy,326.6,3068,včetně DPH,,"126,0 kWh/m^2 za rok",,,,,,,,,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,50.3520785,14.4748281,4999000,,,True,,
3452,https://www.sreality.cz/detail/prodej/dum/rodinny/kalivody--/411629916,"Kalivody, okres Rakovník",rakovnik,"rodinne-domy
",850 000 Kč za nemovitost,28.08.2022,Cihlová,Špatný,Rohový,Patrový,2,112.0,112,,112.0,,1,,Dálkový vodovod,,,,,,Třída G - Mimořádně nehospodárná,,,RK PRINC,2656.4166666666665,3607,Nothing,"230V, 400V",,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2084212,13.8418576,850000,,,,,
1396,https://www.sreality.cz/detail/prodej/dum/rodinny/trebivlice-trebivlice-masarykova/3724859212,"Masarykova, Třebívlice",litomerice,"rodinne-domy
",7 424 000 Kč za nemovitost,21.10.2022,Smíšená,Ve výstavbě,Samostatný,Patrový,2,535.0,230,,5253.0,4718.0,,01.12.2022,Dálkový vodovod,Jiné,Plynovod,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,0.0,0,"Broker Consulting, a.s.",607.9166666666666,1457,Nothing,230V,,,,,,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,50.4605786,13.8986012,7424000,,,,,
383,https://www.sreality.cz/detail/prodej/dum/chata/vojkovice--/1118602828,"Vojkovice, okres Karlovy Vary",karlovy-vary,"chaty
",1 650 000 Kč za nemovitost,30.09.2022,Dřevěná,Dobrý,Samostatný,Přízemní,,,32,,716.0,,,,Místní zdroj,,,,,,,,,Dobrébydlení Trading s.r.o.,1824.384615384616,400,"včetně poplatků, včetně provize, včetně právního servisu",230V,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3033137,13.0161917,1650000,True,True,,True,
5183,https://www.sreality.cz/detail/prodej/dum/pamatka/telc-telc-vnitrni-mesto-namesti-zachariase-z-hradce/2454443852,"náměstí Zachariáše z Hradce, Telč - Telč-Vnitřní Město",jihlava,"pamatky-jine
",32 990 000 Kč za nemovitost,19.10.2022,Cihlová,Po rekonstrukci,Samostatný,Patrový,1. podlaží z celkem 2,370.0,800,,584.0,,1,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,,Dlážděná,Třída G - Mimořádně nehospodárná,,Částečně,Fincentrum Reality,369.4375,5417,Nothing,"230V, 400V",,Centrum obce,1.0,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1849403,15.4526471,32990000,,,,,
3763,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-brevnov-malobrevnovska/2443106124,"Malobřevnovská, Praha 6 - Břevnov",praha-6,"rodinne-domy
",21 152 890 Kč za nemovitost,18.10.2022,Cihlová,Před rekonstrukcí,,Patrový,3,114.0,280,,305.0,,1,,,Lokální tuhá paliva,,,,,Třída G - Mimořádně nehospodárná,,,Realitní Samoobsluha,1085.3333333333333,3934,cena včetně 1% provize,,,,,,,,,,,,,,,21 152 890 Kč za nemovitost,22 164 990 Kč,,,,,,,,,,,,,,,,,,,,,50.0769636,14.3319589,21152890,True,,,,
601,https://www.sreality.cz/detail/prodej/dum/rodinny/nectiny-nectiny-/826829660,"Nečtiny, okres Plzeň-sever",plzen-sever,"rodinne-domy
",1 790 000 Kč za nemovitost,21.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,1,175.0,260,260.0,1635.0,1460.0,1,,Dálkový vodovod,,,,Silnice,"Asfaltová, Neupravená",,,,DIR,264.1111111111111,627,Nothing,230V,,Okraj obce,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9751549,13.1644568,1790000,,,,,
3800,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-praha-lysolaje-/2310949724,Praha 6 - Praha-Lysolaje,praha-6,"rodinne-domy
",24 943 000 Kč za nemovitost,19.10.2022,Cihlová,Novostavba,Řadový,Patrový,3 včetně 1 podzemního,,264,,373.0,,5 m2,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Silnice, MHD",Asfaltová,Třída B - Velmi úsporná,,,Landia Management,1437.75,3972,Nothing,230V,,Klidná část obce,,2.0,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1300504,14.3655557,24943000,,,,,
